OTUs,Domain,Phylum,Class,Order,Family,Genus
C11795,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
C11796,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_incertae_sedis
C11797,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C11798,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11799,Bacteria,unclassified_Bacteria,,,,
C11800,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified_Burkholderiales,
C11801,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C11802,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified_Peptostreptococcaceae
C11803,Bacteria,unclassified_Bacteria,,,,
C11804,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11805,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
C11806,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
C11807,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified_Cryomorphaceae
C11808,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11809,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinospirillum
C11810,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified_Phyllobacteriaceae
C11811,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
C11812,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11813,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
C11814,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C11815,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aquamicrobium
C11816,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11817,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C11818,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C11819,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11820,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter
C11821,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina
C11822,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,unclassified_Coriobacteriaceae
C11823,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11824,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unclassified_Lactobacillaceae
C11825,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11826,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified_Peptostreptococcaceae
C11827,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia
C11828,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11829,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C11830,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11831,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C11832,Bacteria,unclassified_Bacteria,,,,
C11833,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unclassified_Propionibacteriaceae
C11834,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11835,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11836,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,Fulvivirga
C11837,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C11838,Bacteria,unclassified_Bacteria,,,,
C11839,Bacteria,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis
C11840,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11841,Bacteria,unclassified_Bacteria,,,,
C11842,Bacteria,unclassified_Bacteria,,,,
C11843,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11844,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,unclassified_Thiotrichales,
C11845,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11846,Bacteria,unclassified_Bacteria,,,,
C11847,Bacteria,unclassified_Bacteria,,,,
C11848,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,unclassified_Nocardioidaceae
C11849,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
C11850,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11851,Bacteria,unclassified_Bacteria,,,,
C11852,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11853,Bacteria,unclassified_Bacteria,,,,
C11854,Bacteria,unclassified_Bacteria,,,,
C11855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C11856,Bacteria,unclassified_Bacteria,,,,
C11857,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
C11858,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified_Planctomycetaceae
C11859,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C11860,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11861,Bacteria,Chloroflexi,Thermomicrobia,unclassified_Thermomicrobia,,
C11862,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
C11863,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11864,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C11865,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
C11866,Bacteria,unclassified_Bacteria,,,,
C11867,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
C11868,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
C11869,Bacteria,unclassified_Bacteria,,,,
C11870,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11871,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11872,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11873,Bacteria,unclassified_Bacteria,,,,
C11874,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C11876,Bacteria,unclassified_Bacteria,,,,
C11877,Bacteria,Acidobacteria,Acidobacteria_Gp4,Gp4,Gp4,Gp4
C11878,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11879,Bacteria,unclassified_Bacteria,,,,
C11880,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unclassified_Enterobacteriaceae
C11881,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Rhodothermaceae,unclassified_Rhodothermaceae
C11882,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11883,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11884,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified_Rhodospirillales,
C11885,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11886,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C11887,Bacteria,unclassified_Bacteria,,,,
C11888,Bacteria,unclassified_Bacteria,,,,
C11889,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C11890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified_Rhodospirillales,
C11891,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer
C11892,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C11893,Bacteria,unclassified_Bacteria,,,,
C11894,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11895,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11896,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11897,Bacteria,unclassified_Bacteria,,,,
C11898,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11899,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C11900,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11901,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
C11902,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,unclassified_Ectothiorhodospiraceae
C11903,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11904,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unclassified_Micromonosporaceae
C11905,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11906,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11907,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified_Rhodospirillales,
C11908,Bacteria,unclassified_Bacteria,,,,
C11909,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11910,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C11911,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
C11912,Bacteria,unclassified_Bacteria,,,,
C11913,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Gracilimonas
C11914,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,unclassified_Nocardiopsaceae
C11915,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11916,Bacteria,unclassified_Bacteria,,,,
C11917,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
C11918,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Geminicoccus,Geminicoccus
C11919,Bacteria,Chloroflexi,unclassified_Chloroflexi,,,
C11920,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11921,Bacteria,unclassified_Bacteria,,,,
C11922,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11923,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea
C11924,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11925,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11926,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,Fulvivirga
C11927,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
C11928,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C11929,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus
C11930,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus
C11931,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11932,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C11933,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocella
C11934,Bacteria,unclassified_Bacteria,,,,
C11935,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11936,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
C11937,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11938,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11939,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Gallicola
C11940,Bacteria,unclassified_Bacteria,,,,
C11941,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11942,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11943,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paenalcaligenes
C11944,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Millisia
C11945,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11946,Bacteria,unclassified_Bacteria,,,,
C11947,Bacteria,unclassified_Bacteria,,,,
C11948,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11949,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11950,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C11951,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11952,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11953,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11954,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer
C11955,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C11956,Bacteria,unclassified_Bacteria,,,,
C11957,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Fulvimonas
C11958,Bacteria,unclassified_Bacteria,,,,
C11959,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,unclassified_Nocardiaceae
C11960,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11961,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C11962,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Fulvimonas
C11963,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI
C11964,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C11965,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11966,Bacteria,unclassified_Bacteria,,,,
C11967,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unclassified_Rhodocyclaceae
C11968,Bacteria,unclassified_Bacteria,,,,
C11969,Bacteria,unclassified_Bacteria,,,,
C11970,Bacteria,unclassified_Bacteria,,,,
C11971,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11972,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C11973,Bacteria,unclassified_Bacteria,,,,
C11974,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified_Phyllobacteriaceae
C11975,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,unclassified_Glycomycetaceae
C11976,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
C11977,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
C11978,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified_Peptostreptococcaceae
C11979,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11980,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C11981,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C11982,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C11983,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C11984,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C11985,Bacteria,unclassified_Bacteria,,,,
C11986,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unclassified_Micromonosporaceae
C11987,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C11988,Bacteria,Acidobacteria,Acidobacteria_Gp26,Gp26,Gp26,Gp26
C11989,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
C11990,Bacteria,unclassified_Bacteria,,,,
C11991,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,unclassified_Thermomonosporaceae
C11992,Bacteria,unclassified_Bacteria,,,,
C11993,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified_Acidimicrobiales,
C11994,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C11995,Bacteria,unclassified_Bacteria,,,,
C11996,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C11997,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium
C11998,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C11999,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C12000,Bacteria,unclassified_Bacteria,,,,
C12001,Bacteria,unclassified_Bacteria,,,,
C12002,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C12003,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae
C12004,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C12005,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C12006,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
C12007,Bacteria,unclassified_Bacteria,,,,
C12008,Bacteria,unclassified_Bacteria,,,,
C12009,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
C12010,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
C12011,Bacteria,Chloroflexi,Thermomicrobia,unclassified_Thermomicrobia,,
C12012,Bacteria,unclassified_Bacteria,,,,
C12013,Bacteria,unclassified_Bacteria,,,,
C12014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C12015,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C12016,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,unclassified_Nocardiaceae
C12017,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C12018,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
C12019,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C12020,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,unclassified_Flavobacteriales,
C12021,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C12022,Bacteria,Chloroflexi,Thermomicrobia,unclassified_Thermomicrobia,,
C12023,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C12024,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C12025,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C12026,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella
C12027,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter
C12028,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C12029,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C12030,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C12031,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C12032,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified_Sphingomonadaceae
C12033,Bacteria,unclassified_Bacteria,,,,
C12034,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
C12035,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
C12036,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C12037,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C12038,Bacteria,Acidobacteria,Acidobacteria_Gp10,Gp10,Gp10,Gp10
C12039,Bacteria,unclassified_Bacteria,,,,
C12040,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
C12041,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
C12042,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C12043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified_Burkholderiales,
C12044,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unclassified_Phyllobacteriaceae
