OTUs,Domain,Phylum,Class,Order,Family,Genus
C302,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C303,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C304,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C305,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
C306,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C307,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C308,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C309,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C310,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,unclassified_Clostridiales_Incertae_Sedis_XIII
C311,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C312,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
C314,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
C315,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,unclassified_Porphyromonadaceae
C316,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C317,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C318,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C319,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C320,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C321,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
C322,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C323,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C324,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae
C325,Bacteria,unclassified_Bacteria,,,,
C326,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C327,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
C328,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C329,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
C330,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
C331,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C332,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C333,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C334,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C336,Bacteria,unclassified_Bacteria,,,,
C337,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C338,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans
C339,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
C340,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Finegoldia
C341,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
C342,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga
C343,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C344,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C345,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
C346,Bacteria,unclassified_Bacteria,,,,
C347,Bacteria,unclassified_Bacteria,,,,
C348,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C349,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C350,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C351,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C352,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C353,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C354,Bacteria,unclassified_Bacteria,,,,
C355,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C356,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C357,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C358,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C359,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI
C360,Bacteria,unclassified_Bacteria,,,,
C361,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans
C362,Bacteria,unclassified_Bacteria,,,,
C363,Bacteria,unclassified_Bacteria,,,,
C364,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C365,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Gemmiger
C366,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C367,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C368,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C369,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
C370,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C371,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Gallicola
C372,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
C373,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
C374,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C375,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unclassified_Propionibacteriaceae
C376,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
C377,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C378,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
C379,Bacteria,Firmicutes,Clostridia,unclassified_Clostridia,,
C380,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C381,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C382,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C383,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C384,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
C385,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C386,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma
C387,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C388,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C389,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified_Bacteroidales,
C390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C391,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C392,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
C393,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C394,Bacteria,unclassified_Bacteria,,,,
C395,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C396,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified_Veillonellaceae
C397,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
C398,Bacteria,unclassified_Bacteria,,,,
C399,Bacteria,unclassified_Bacteria,,,,
C400,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C401,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C402,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae
C403,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C404,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C405,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C406,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera
C407,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,unclassified_Eubacteriaceae
C408,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C409,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C410,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C411,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C412,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C413,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C414,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C415,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C416,Bacteria,unclassified_Bacteria,,,,
C417,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C418,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C419,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C420,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania
C421,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Anaerovorax
C422,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,unclassified_Porphyromonadaceae
C423,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
C424,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C425,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C426,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C427,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C428,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C429,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C430,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C431,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C432,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,unclassified_Eubacteriaceae
C433,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C434,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C435,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C436,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C437,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C438,Bacteria,Firmicutes,Clostridia,unclassified_Clostridia,,
C439,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_III
C440,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C441,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
C442,Bacteria,unclassified_Bacteria,,,,
C443,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
C444,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,unclassified_Peptococcaceae_1
C445,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C446,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C447,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas
C448,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C449,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C450,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C451,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C452,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI
C453,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C454,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C455,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C456,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C457,Bacteria,unclassified_Bacteria,,,,
C458,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C459,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Sedimentibacter
C460,Bacteria,unclassified_Bacteria,,,,
C461,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C462,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C463,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C464,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C465,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C466,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae
C467,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C468,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
C469,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C470,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C471,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C472,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C473,Bacteria,unclassified_Bacteria,,,,
C474,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C475,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C476,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C477,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified_Bacteroidales,
C478,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C479,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C480,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
C481,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C482,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified_Bacteroidales,
C483,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C484,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C485,Bacteria,unclassified_Bacteria,,,,
C486,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C487,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C488,Bacteria,Firmicutes,Clostridia,unclassified_Clostridia,,
C489,Bacteria,unclassified_Bacteria,,,,
C490,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C491,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
C492,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
C493,Bacteria,unclassified_Bacteria,,,,
C494,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C495,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
C496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
C497,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Anaerorhabdus
C498,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C499,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina
C500,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Tessaracoccus
C501,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C502,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C503,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C504,Bacteria,unclassified_Bacteria,,,,
C505,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C506,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C507,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C508,Bacteria,unclassified_Bacteria,,,,
C509,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C510,Bacteria,unclassified_Bacteria,,,,
C511,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
C512,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C513,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Gallicola
C514,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
C515,Bacteria,unclassified_Bacteria,,,,
C516,Bacteria,unclassified_Bacteria,,,,
C517,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C518,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C519,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C520,Bacteria,unclassified_Bacteria,,,,
C521,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C522,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C523,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C524,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C525,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb
C526,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,unclassified_Micrococcaceae
C527,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C528,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C529,Bacteria,Firmicutes,Clostridia,unclassified_Clostridia,,
C530,Bacteria,unclassified_Bacteria,,,,
C531,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C532,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C533,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
C534,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
C535,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C536,Bacteria,unclassified_Bacteria,,,,
C537,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C538,Bacteria,unclassified_Bacteria,,,,
C539,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
C540,Bacteria,unclassified_Bacteria,,,,
C541,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C542,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
C543,Bacteria,unclassified_Bacteria,,,,
C544,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C545,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C546,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C547,Bacteria,unclassified_Bacteria,,,,
C548,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C549,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,unclassified_Coriobacteriaceae
C550,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C551,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C552,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
C553,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C554,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
C555,Bacteria,unclassified_Bacteria,,,,
C556,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Anaerovorax
C557,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C558,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
C559,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C560,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C561,Bacteria,unclassified_Bacteria,,,,
C562,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus
C563,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C564,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C565,Bacteria,unclassified_Bacteria,,,,
C566,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Gemmiger
C567,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C568,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C569,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
